DISTRICT_NAME,HOSP_NAME,CATEGORY_NAME,SEX,Mortality
Anantapur,SRI ANURAG SHIKHARA HOSPITAL,NEPHROLOGY,Female,0.0
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,POLY TRAUMA,Male,0.0
Anantapur,SGR HOSPITALS,GENITO URINARY SURGERIES,Male,0.0
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,GENERAL SURGERY,Female,0.0
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,GENERAL SURGERY,Male,0.0
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,GENERAL SURGERY,Male(Child),0.0
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,GENITO URINARY SURGERIES,Female,0.0
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,GENITO URINARY SURGERIES,Female(Child),0.0
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,POLY TRAUMA,Male(Child),0.0
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,GENITO URINARY SURGERIES,Male,0.0
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,Male(Child),0.0
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,PEDIATRIC SURGERIES,Male(Child),0.0
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,PLASTIC SURGERY,Female,0.0
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,PLASTIC SURGERY,Male,0.0
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,POLY TRAUMA,Female,0.0
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
Anantapur,SUSEELANETRALAYAANDMATERNITYHOSPITAL,OPHTHALMOLOGY  SURGERY,Female,0.0
Anantapur,Russh Hospitals Pvt Ltd,GENERAL SURGERY,Male,0.0
Anantapur,Rims General Hospital,POLY TRAUMA,Male,0.0
Anantapur,Pavani Multi Speciality Hospital,GENITO URINARY SURGERIES,Male,0.0
Anantapur,Pavani Multi Speciality Hospital,GENERAL SURGERY,Male,0.0
Anantapur,Pavani Multi Speciality Hospital,ENT  SURGERY,Male,0.0
Anantapur,PURNAS REMEDY HOSPITAL,GENITO URINARY SURGERIES,Male,0.0
Anantapur,PRAJASAI HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Anantapur,Osmania General Hospital ,NEUROSURGERY,Male,0.0
Anantapur,Osmania General Hospital ,NEUROLOGY,Male,0.0
Anantapur,Osmania General Hospital ,NEPHROLOGY,Male,0.0
Anantapur,Osmania General Hospital ,NEPHROLOGY,Female,100.0
Anantapur,Osmania General Hospital ,GENERAL SURGERY,Male,0.0
Anantapur,Osmania General Hospital ,GASTROENTEROLOGY,Male,0.0
Anantapur,Osmania General Hospital ,GASTROENTEROLOGY,Female,0.0
Anantapur,Osmania General Hospital ,CARDIOLOGY,Male,0.0
Anantapur,Osmania General Hospital ,CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Anantapur,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",POLY TRAUMA,Female,0.0
Anantapur,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",PEDIATRIC SURGERIES,Male(Child),0.0
Anantapur,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Anantapur,Nims Hospitals,POLY TRAUMA,Male,0.0
Anantapur,Nims Hospitals,PULMONOLOGY,Female,33.33333333333333
Anantapur,Nims Hospitals,PULMONOLOGY,Male,0.0
Anantapur,Nims Hospitals,RADIATION ONCOLOGY,Male,0.0
Anantapur,Nims Hospitals,RHEUMATOLOGY,Female,0.0
Anantapur,Nims Hospitals,SURGICAL GASTRO ENTEROLOGY,Male,0.0
Anantapur,Pavani Multi Speciality Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
Anantapur,Nims Hospitals,SURGICAL ONCOLOGY,Female,0.0
Anantapur,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",CARDIAC AND CARDIOTHORACIC SURGERY,Female,0.0
Anantapur,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Anantapur,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",CARDIOLOGY,Female,0.0
Anantapur,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",CARDIOLOGY,Male,100.0
Anantapur,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",NEPHROLOGY,Male,0.0
Anantapur,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
Anantapur,OLIVE HOSPITAL,CARDIAC AND CARDIOTHORACIC SURGERY,Female,100.0
Anantapur,Pavani Multi Speciality Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Anantapur,Pavani Multi Speciality Hospital,POLY TRAUMA,Female,0.0
Anantapur,Pavani Multi Speciality Hospital,POLY TRAUMA,Male,0.0
Anantapur,Rims General Hospital,ENT  SURGERY,Female,0.0
Anantapur,Rims General Hospital,ENT  SURGERY,Female(Child),0.0
Anantapur,Rims General Hospital,ENT  SURGERY,Male,0.0
Anantapur,Rims General Hospital,GASTROENTEROLOGY,Female,0.0
Anantapur,Rims General Hospital,GASTROENTEROLOGY,Male,0.0
Anantapur,Rims General Hospital,GENERAL SURGERY,Female,0.0
Anantapur,Rims General Hospital,CARDIOLOGY,Male,0.0
Anantapur,Rims General Hospital,GENERAL SURGERY,Male,0.0
Anantapur,Rims General Hospital,NEUROLOGY,Male,0.0
Anantapur,Rims General Hospital,OPHTHALMOLOGY  SURGERY,Female,0.0
Anantapur,Rims General Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Anantapur,Rims General Hospital,PEDIATRIC SURGERIES,Male(Child),0.0
Anantapur,Rims General Hospital,PEDIATRICS,Female(Child),0.0
Anantapur,Rims General Hospital,PEDIATRICS,Male(Child),0.0
Anantapur,Rims General Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,Female,0.0
Anantapur,Rims General Hospital,PULMONOLOGY,Male,0.0
Anantapur,Ravindranath Ge Medical Associates Pvt Ltd. Global Hospital Lakdikapool,CARDIAC AND CARDIOTHORACIC SURGERY,Male(Child),0.0
Anantapur,Ravindranath Ge Medical Associates Pvt Ltd. Global Hospital Lakdikapool,CARDIAC AND CARDIOTHORACIC SURGERY,Female,0.0
Anantapur,Pes Institute Of Medical Sciences And Research Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Anantapur,Prime Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,Female,0.0
Anantapur,Prime Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Anantapur,Pushpagiri Eye Hospital,OPHTHALMOLOGY  SURGERY,Female(Child),0.0
Anantapur,Quality Care India Ltd Care Hospitals Banjarahills,CARDIAC AND CARDIOTHORACIC SURGERY,Female,0.0
Anantapur,Quality Care India Ltd Care Hospitals Banjarahills,CARDIAC AND CARDIOTHORACIC SURGERY,Female(Child),0.0
Anantapur,Ravindranath Ge Medical Associates Pvt Ltd. Global Hospital Lakdikapool,CARDIAC AND CARDIOTHORACIC SURGERY,Male,100.0
Anantapur,Quality Care India Ltd Care Hospitals Banjarahills,CARDIAC AND CARDIOTHORACIC SURGERY,Male,50.0
Anantapur,Quality Care India Ltd Care Hospitals Banjarahills,CARDIOLOGY,Female,0.0
Anantapur,Quality Care India Ltd Care Hospitals Banjarahills,CARDIOLOGY,Male,0.0
Anantapur,Quality Care India Ltd Care Hospitals Banjarahills,NEUROSURGERY,Male,0.0
Anantapur,Quality Care India Ltd Care Hospitals- Nampally ,CARDIAC AND CARDIOTHORACIC SURGERY,Female,0.0
Anantapur,Ramdevrao Hospital,NEPHROLOGY,Female,100.0
Anantapur,Ramdevrao Hospital,NEPHROLOGY,Male,0.0
Anantapur,Quality Care India Ltd Care Hospitals Banjarahills,CARDIAC AND CARDIOTHORACIC SURGERY,Male(Child),0.0
Anantapur,Nims Hospitals,PLASTIC SURGERY,Male,0.0
Anantapur,SUSEELANETRALAYAANDMATERNITYHOSPITAL,OPHTHALMOLOGY  SURGERY,Male,0.0
Anantapur,Sainath Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,Female,0.0
Anantapur,Unimed Healthcare Pvt- Ltd Star Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,Female,0.0
Anantapur,Tirumala hospitals,GENERAL SURGERY,Male,0.0
Anantapur,Tirumala hospitals,GENERAL SURGERY,Female,0.0
Anantapur,Tirumala hospitals,ENT  SURGERY,Male,0.0
Anantapur,TULASI HOSPITALS A UNIT OF LIFE SHINE MEDICAL SERVICES PVT LTD,CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Anantapur,TRIVENI HOSPITAL,POLY TRAUMA,Male,0.0
Anantapur,TRIVENI HOSPITAL,POLY TRAUMA,Female(Child),0.0
Anantapur,TRIVENI HOSPITAL,POLY TRAUMA,Female,0.0
Anantapur,TRIVENI HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Anantapur,TRIVENI HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
Anantapur,TRIVENI HOSPITAL,ENT  SURGERY,Male,0.0
Anantapur,TRIVENI HOSPITAL,ENT  SURGERY,Female,0.0
Anantapur,TEJA NURSING HOME,POLY TRAUMA,Male(Child),0.0
Anantapur,TEJA NURSING HOME,POLY TRAUMA,Male,0.0
Anantapur,TEJA NURSING HOME,POLY TRAUMA,Female(Child),0.0
Anantapur,TEJA NURSING HOME,POLY TRAUMA,Female,0.0
Anantapur,TEJA NURSING HOME,ORTHOPEDIC  SURGERY AND PROCEDURES,Male(Child),0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,PULMONOLOGY,Female,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,PULMONOLOGY,Male,100.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,RADIATION ONCOLOGY,Female,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,RADIATION ONCOLOGY,Male,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,RHEUMATOLOGY,Female,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,SURGICAL GASTRO ENTEROLOGY,Female,0.0
Anantapur,Unimed Healthcare Pvt- Ltd Star Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,Female(Child),0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,SURGICAL GASTRO ENTEROLOGY,Male,100.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,SURGICAL ONCOLOGY,Male,100.0
Anantapur,Sunshine Hospital,NEPHROLOGY,Male,0.0
Anantapur,TEJA NURSING HOME,GENERAL SURGERY,Male,0.0
Anantapur,TEJA NURSING HOME,ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
Anantapur,TEJA NURSING HOME,ORTHOPEDIC  SURGERY AND PROCEDURES,Female(Child),0.0
Anantapur,TEJA NURSING HOME,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,SURGICAL ONCOLOGY,Female,0.0
Anantapur,Unimed Healthcare Pvt- Ltd Star Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Anantapur,Unimed Healthcare Pvt- Ltd Star Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,Male(Child),100.0
Anantapur,Usha Cardiac Centre Limited,CARDIAC AND CARDIOTHORACIC SURGERY,Female,0.0
Anantapur,Yashoda Hospital Malakpet,CARDIOLOGY,Male,0.0
Anantapur,Yashoda Hospital Malakpet,MEDICAL ONCOLOGY,Female,0.0
Anantapur,Yashoda Hospital Malakpet,RADIATION ONCOLOGY,Female,0.0
Anantapur,Yashoda Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Anantapur,Yashoda Hospitals,RADIATION ONCOLOGY,Female,0.0
Anantapur,Yashoda Hospitals - Somajiguda,CARDIAC AND CARDIOTHORACIC SURGERY,Female,0.0
Anantapur,Yashoda Hospital Malakpet,CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Anantapur,Yashoda Hospitals - Somajiguda,CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Anantapur,Yashoda Hospitals - Somajiguda,CARDIOLOGY,Male,0.0
Anantapur,Yashoda Hospitals - Somajiguda,GENITO URINARY SURGERIES,Male,0.0
Anantapur,Yashoda Hospitals - Somajiguda,MEDICAL ONCOLOGY,Female,0.0
Anantapur,Yashoda Hospitals - Somajiguda,RADIATION ONCOLOGY,Female,0.0
Anantapur,Yashoda Hospitals - Somajiguda,RADIATION ONCOLOGY,Male,0.0
Anantapur,Yashoda Hospitals - Somajiguda,SURGICAL ONCOLOGY,Female,0.0
Anantapur,Yashoda Hospitals - Somajiguda,CARDIOLOGY,Female,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,POLY TRAUMA,Male,0.0
Anantapur,Yashoda Hospital Malakpet,CARDIAC AND CARDIOTHORACIC SURGERY,Female,0.0
Anantapur,Viswabharathi Cancer Hospital,SURGICAL ONCOLOGY,Female,0.0
Anantapur,Usha Cardiac Centre Limited,CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Anantapur,VISWA ORTHOPAEDIC HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Anantapur,VISWABHARATHI HOSPITAL,GENITO URINARY SURGERIES,Male,0.0
Anantapur,VISWABHARATHI HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,Male(Child),0.0
Anantapur,Vasavi Hospital,GENITO URINARY SURGERIES,Male,0.0
Anantapur,Vasavi Hospital,NEPHROLOGY,Female,0.0
Anantapur,Viswabharathi Cancer Hospital,SURGICAL ONCOLOGY,Male,100.0
Anantapur,Vasavi Hospital,NEPHROLOGY,Male,0.0
Anantapur,Vijaya Hospital - Kurnool,ENT  SURGERY,Female,0.0
Anantapur,Vijaya Hospital - Kurnool,ENT  SURGERY,Male,0.0
Anantapur,Viswabharathi Cancer Hospital,MEDICAL ONCOLOGY,Female,0.0
Anantapur,Viswabharathi Cancer Hospital,MEDICAL ONCOLOGY,Male,0.0
Anantapur,Viswabharathi Cancer Hospital,RADIATION ONCOLOGY,Female,0.0
Anantapur,Viswabharathi Cancer Hospital,RADIATION ONCOLOGY,Male,0.0
Anantapur,Venkataramana Nursing Home,PEDIATRICS,Male(Child),0.0
Anantapur,Sainath Hospital,GENERAL SURGERY,Male,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,PEDIATRICS,Male(Child),0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,NEUROSURGERY,Female,0.0
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,PLASTIC SURGERY,Male(Child),0.0
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,PLASTIC SURGERY,Male,0.0
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,PLASTIC SURGERY,Female,0.0
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,PEDIATRIC SURGERIES,Male(Child),0.0
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,PEDIATRIC SURGERIES,Female(Child),100.0
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,NEPHROLOGY,Male,0.0
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,NEPHROLOGY,Female,100.0
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,Female,0.0
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,GENITO URINARY SURGERIES,Male,0.0
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,GENITO URINARY SURGERIES,Female,0.0
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,GENERAL SURGERY,Male,0.0
Anantapur,Shantiram Medical College  General Hospital,OPHTHALMOLOGY  SURGERY,Female,0.0
Anantapur,Shantiram Medical College  General Hospital,GENERAL SURGERY,Male,0.0
Anantapur,Saveera Hospital Pvt Ltd,POLY TRAUMA,Male,0.0
Anantapur,Saveera Hospital Pvt Ltd,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Anantapur,Saveera Hospital Pvt Ltd,ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
Anantapur,Sainath Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Anantapur,Sainath Hospital,PLASTIC SURGERY,Female,0.0
Anantapur,Sainath Hospital,POLY TRAUMA,Female,0.0
Anantapur,Sainath Hospital,POLY TRAUMA,Male,0.0
Anantapur,Saveera Hospital Pvt Ltd,CARDIAC AND CARDIOTHORACIC SURGERY,Female,0.0
Anantapur,Saveera Hospital Pvt Ltd,CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,POLY TRAUMA,Male,0.0
Anantapur,Saveera Hospital Pvt Ltd,CARDIOLOGY,Female,100.0
Anantapur,Saveera Hospital Pvt Ltd,CRITICAL CARE,Female,100.0
Anantapur,Saveera Hospital Pvt Ltd,GENERAL SURGERY,Female,0.0
Anantapur,Saveera Hospital Pvt Ltd,GENERAL SURGERY,Male,0.0
Anantapur,Saveera Hospital Pvt Ltd,GENITO URINARY SURGERIES,Male,0.0
Anantapur,Saveera Hospital Pvt Ltd,GENITO URINARY SURGERIES,Male(Child),0.0
Anantapur,Saveera Hospital Pvt Ltd,GYNAECOLOGY AND OBSTETRICS  SURGERY,Female,0.0
Anantapur,Saveera Hospital Pvt Ltd,CARDIOLOGY,Male,50.0
Anantapur,Sree Mohan Hospitals,POLY TRAUMA,Female,0.0
Anantapur,Sree Mohan Hospitals,POLY TRAUMA,Male,0.0
Anantapur,Sree Ramadevi Multy Speciality Hospital,NEUROSURGERY,Female,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,ENDOCRINOLOGY,Male,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,ENT  SURGERY,Male,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,GASTROENTEROLOGY,Male,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,GENERAL SURGERY,Female,100.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,GENERAL SURGERY,Male,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,GENITO URINARY SURGERIES,Female,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,DERMATOLOGY,Male,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,GENITO URINARY SURGERIES,Male,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,MEDICAL ONCOLOGY,Female,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,MEDICAL ONCOLOGY,Male,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,NEPHROLOGY,Female,100.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,NEPHROLOGY,Male,100.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,NEUROLOGY,Female,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,NEUROLOGY,Male,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,GYNAECOLOGY AND OBSTETRICS  SURGERY,Female,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,NEUROSURGERY,Male,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,DERMATOLOGY,Female,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,CARDIOLOGY,Male,0.0
Anantapur,Sree Ramadevi Multy Speciality Hospital,POLY TRAUMA,Male,0.0
Anantapur,Sri Balaji Institute of Surgery Research and Rehabilitation for disabledBIRRD Trust Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Anantapur,Sri Balaji Institute of Surgery Research and Rehabilitation for disabledBIRRD Trust Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,Male(Child),0.0
Anantapur,Sri Balaji Institute of Surgery Research and Rehabilitation for disabledBIRRD Trust Hospital,POLY TRAUMA,Male,0.0
Anantapur,Sri Priya Nursing Home,GENITO URINARY SURGERIES,Male,0.0
Anantapur,Sri Sai Lakshmi Multi Speciality Hospital and CT scan centre,POLY TRAUMA,Female,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,CRITICAL CARE,Male,100.0
Anantapur,Sri Sai Lakshmi Multi Speciality Hospital and CT scan centre,POLY TRAUMA,Male,0.0
Anantapur,Sri Sai Sudha Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Anantapur,Sri Sai Sudha Hospital,POLY TRAUMA,Female,0.0
Anantapur,Sri Sai Sudha Hospital,POLY TRAUMA,Male,0.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,CARDIAC AND CARDIOTHORACIC SURGERY,Female,100.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,CARDIAC AND CARDIOTHORACIC SURGERY,Male,50.0
Anantapur,Sri Venkateswara Institute Of Medical Sciences,CARDIOLOGY,Female,100.0
Anantapur,Sri Sai Sudha Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
Anantapur,Nims Hospitals,PLASTIC SURGERY,Female(Child),0.0
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,PEDIATRIC SURGERIES,Female(Child),0.0
Anantapur,Nims Hospitals,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Anantapur,"Government General Hospital, Guntur",GENERAL SURGERY,Male,0.0
Anantapur,"Government General Hospital, Guntur",GASTROENTEROLOGY,Female,0.0
Anantapur,"Government General Hospital, Guntur",CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Anantapur,Gandhi Hospitals,POLY TRAUMA,Male,0.0
Anantapur,Gandhi Hospitals,POLY TRAUMA,Female,0.0
Anantapur,Gandhi Hospitals,NEPHROLOGY,Male,0.0
Anantapur,Gandhi Hospitals,NEPHROLOGY,Female,0.0
Anantapur,Gandhi Hospitals,GENERAL SURGERY,Female,0.0
Anantapur,Gandhi Hospitals,GASTROENTEROLOGY,Female,0.0
